TF_name	target_id	target_name	target_synonyms
SOX4	ENSG00000242797	GLYCTK-AS1	-
SOX4	ENSG00000072803	FBXW11	BTRC2,BTRCP2,FBW1B,FBXW1B,Fbw11,Hos
SOX4	ENSG00000065054	SLC9A3R2	E3KARP,NHE3RF2,NHERF-2,NHERF2,OCTS2,SIP-1,SIP1,TKA-1
SOX4	ENSG00000111058	ACSS3	-
SOX4	ENSG00000164741	DLC1	ARHGAP7,HP,STARD12,p122-RhoGAP
SOX4	ENSG00000166435	XRRA1	-
SOX4	ENSG00000116251	RPL22	EAP,HBP15,HBP15/L22,L22
SOX4	ENSG00000114650	SCAP	-
SOX4	ENSG00000133030	MPRIP	M-RIP,MRIP,RHOIP3,RIP3,p116Rip
SOX4	ENSG00000236882	LINC01554	C5orf27,FIS
SOX4	ENSG00000021355	SERPINB1	EI,ELANH2,HEL-S-27,HEL57,LEI,M/NEI,MNEI,PI-2,PI2
SOX4	ENSG00000261758	RP11-102M11.2	-
SOX4	ENSG00000099849	RASSF7	C11orf13,HRAS1,HRC1
SOX4	ENSG00000225112	RP11-295P9.6	-
SOX4	ENSG00000163053	SLC16A14	MCT14
SOX4	ENSG00000072832	CRMP1	CRMP-1,DPYSL1,DRP-1,DRP1,ULIP-3
SOX4	ENSG00000255284	AP006621.5	NS3BP
SOX4	ENSG00000178623	GPR35	-
SOX4	ENSG00000164088	PPM1M	PP2C-eta,PP2CE,PP2Ceta
SOX4	ENSG00000151413	NUBPL	C14orf127,IND1,huInd1
SOX4	ENSG00000279529	CTD-3222D19.8	-
SOX4	ENSG00000207708	MIR141	MIRN141,mir-141
SOX4	ENSG00000198053	SIRPA	BIT,CD172A,MFR,MYD-1,P84,PTPNS1,SHPS1,SIRP
SOX4	ENSG00000175581	MRPL48	CGI-118,HSPC290,L48MT,MRP-L48
SOX4	ENSG00000121297	TSHZ3	TSH3,ZNF537
SOX4	ENSG00000172216	CEBPB	C/EBP-beta,IL6DBP,NF-IL6,TCF5
SOX4	ENSG00000106608	URGCP	URG4
SOX4	ENSG00000114023	FAM162A	C3orf28,E2IG5,HGTD-P
SOX4	ENSG00000185088	RPS27L	-
SOX4	ENSG00000106546	AHR	-
SOX4	ENSG00000262660	SLC25A10	-
SOX4	ENSG00000161956	SENP3	-
SOX4	ENSG00000183098	GPC6	OMIMD1
SOX4	ENSG00000260903	XKR7	C20orf159,dJ310O13.4
SOX4	ENSG00000263935	TOMM20P3	-
SOX4	ENSG00000159082	SYNJ1	INPP5G,PARK20
SOX4	ENSG00000197321	SVIL	-
SOX4	ENSG00000172992	DCAKD	-
SOX4	ENSG00000141458	NPC1	NPC
SOX4	ENSG00000267737	AC061992.2	-
SOX4	ENSG00000253613	CTC-551A13.2	-
SOX4	ENSG00000086102	NFX1	NFX2,TEG-42,Tex42
SOX4	ENSG00000257023	RP11-268P4.4	-
SOX4	ENSG00000252128	SNORD27	-
SOX4	ENSG00000260213	RP11-303E16.3	-
SOX4	ENSG00000096093	EFHC1	EJM1,dJ304B14.2
SOX4	ENSG00000164024	METAP1	MAP1A,MetAP1A
SOX4	ENSG00000159479	MED8	ARC32
SOX4	ENSG00000121940	CLCC1	MCLC
SOX4	ENSG00000006025	OSBPL7	ORP7
SOX4	ENSG00000228830	RP4-781K5.2	-
SOX4	ENSG00000279807	CTC-510F12.3	-
SOX4	ENSG00000164054	SHISA5	SCOTIN
SOX4	ENSG00000143575	HAX1	HCLSBP1,HS1BP1,SCN3
SOX4	ENSG00000156469	MTERF3	CGI-12,MTERFD1
SOX4	ENSG00000021762	OSBPL5	OBPH1,ORP5
SOX4	ENSG00000206417	H1FX-AS1	-
SOX4	ENSG00000139323	POC1B	CORD20,PIX1,TUWD12,WDR51B
SOX4	ENSG00000213995	CARKD	CARKD,LP3298
SOX4	ENSG00000251000	AC008592.3	-
SOX4	ENSG00000187239	FNBP1	FBP17
SOX4	ENSG00000048392	RRM2B	MTDPS8A,MTDPS8B,P53R2
SOX4	ENSG00000268573	RP11-158H5.7	-
SOX4	ENSG00000177640	CASC2	C10orf5
SOX4	ENSG00000185532	PRKG1	AAT8,PKG,PRKG1B,PRKGR1B,cGK,cGK 1,cGK1,cGKI,cGKI-BETA,cGKI-alpha
SOX4	ENSG00000168398	BDKRB2	B2R,BK-2,BK2,BKR2,BRB2
SOX4	ENSG00000155313	USP25	USP21
SOX4	ENSG00000143473	KCNH1	EAG,EAG1,Kv10.1,TMBTS,ZLS1,h-eag,hEAG1
SOX4	ENSG00000243455	RPS18P13	-
SOX4	ENSG00000172262	ZNF131	ZBTB35,pHZ-10
SOX4	ENSG00000269113	TRABD2B	TIKI2
SOX4	ENSG00000189403	HMGB1	HMG-1,HMG1,HMG3,SBP-1
SOX4	ENSG00000130363	RSPH3	CILD32,RSHL2,RSP3,dJ111C20.1
SOX4	ENSG00000170948	MBD3L1	MBD3L
SOX4	ENSG00000090932	DLL3	SCDO1
SOX4	ENSG00000060491	OGFR	-
SOX4	ENSG00000171863	RPS7	DBA8,S7
SOX4	ENSG00000178031	ADAMTSL1	ADAMTSL-1,ADAMTSR1,C9orf94,PUNCTIN
SOX4	ENSG00000265272	RN7SL693P	-
SOX4	ENSG00000234371	RPSAP31	-
SOX4	ENSG00000143353	LYPLAL1	Q96AV0
SOX4	ENSG00000229036	VDAC1P8	-
SOX4	ENSG00000213500	LAP3P2	-
SOX4	ENSG00000179222	MAGED1	DLXIN-1,NRAGE
SOX4	ENSG00000178694	NSUN3	MST077,MSTP077
SOX4	ENSG00000181619	GPR135	HUMNPIIY20
SOX4	ENSG00000142871	CYR61	CCN1,GIG1,IGFBP10
SOX4	ENSG00000263280	LA16c-325D7.2	-
SOX4	ENSG00000136842	TMOD1	D9S57E,ETMOD,TMOD
SOX4	ENSG00000188811	NHLRC3	-
SOX4	ENSG00000118680	MYL12B	MLC-B,MRLC2
SOX4	ENSG00000163755	HPS3	BLOC2S1,SUTAL
SOX4	ENSG00000121350	PYROXD1	-
SOX4	ENSG00000125835	SNRPB	CCMS,COD,SNRPB1,Sm-B/B',SmB/B',SmB/SmB',snRNP-B
SOX4	ENSG00000176919	C8G	C8C
SOX4	ENSG00000171217	CLDN20	-
SOX4	ENSG00000256537	RP11-785H5.1	-
SOX4	ENSG00000109332	UBE2D3	E2(17)KB3,UBC4/5,UBCH5C
SOX4	ENSG00000133104	SPG20	SPARTIN,TAHCCP1
SOX4	ENSG00000135821	GLUL	GLNS,GS,PIG43,PIG59
SOX4	ENSG00000264408	MIR4470	mir-4470
SOX4	ENSG00000118496	FBXO30	Fbx30
SOX4	ENSG00000265257	RP11-21J18.1	-
SOX4	ENSG00000120820	GLT8D2	-
SOX4	ENSG00000164414	SLC35A1	CDG2F,CMPST,CST,hCST
SOX4	ENSG00000231889	TRAF3IP2-AS1	C6UAS,C6orf3,NCRNA00248,TRAF3IP2-AS2
SOX4	ENSG00000120963	ZNF706	HSPC038,PNAS-106,PNAS-113
SOX4	ENSG00000244532	RN7SL380P	-
SOX4	ENSG00000244086	RPS20P35	-
SOX4	ENSG00000270842	RP11-57B24.2	-
SOX4	ENSG00000277446	Metazoa_SRP	-
SOX4	ENSG00000164543	STK17A	DRAK1
SOX4	ENSG00000072756	TRNT1	CCA1,CGI-47,MtCCA,RPEM,SIFD
SOX4	ENSG00000255737	AGAP2-AS1	PUNISHER
SOX4	ENSG00000039523	FAM65A	-
SOX4	ENSG00000179115	FARSA	CML33,FARSL,FARSLA,FRSA,PheHA
SOX4	ENSG00000125691	RPL23	L23,rpL17
SOX4	ENSG00000265386	RN7SL219P	-
SOX4	ENSG00000135837	CEP350	CAP350,GM133
SOX4	ENSG00000261357	RP11-626G11.1	-
SOX4	ENSG00000258643	BCL2L2-PABPN1	-
SOX4	ENSG00000085449	WDFY1	FENS-1,WDF1,ZFYVE17
SOX4	ENSG00000261104	RP11-734K21.5	-
SOX4	ENSG00000275175	CTD-2313J17.7	-
SOX4	ENSG00000021574	SPAST	ADPSP,FSP2,SPG4
SOX4	ENSG00000275726	MIR6088	hsa-mir-6088
SOX4	ENSG00000198130	HIBCH	HIBYLCOAH
SOX4	ENSG00000227258	SMIM2-AS1	C13orf44-AS1,C3orf81-AS1
SOX4	ENSG00000167721	TSR1	-
SOX4	ENSG00000128266	GNAZ	-
SOX4	ENSG00000228809	RP4-705D16.3	-
SOX4	ENSG00000155229	MMS19	MET18,MMS19L,hMMS19
SOX4	ENSG00000145907	G3BP1	G3BP,HDH-VIII
SOX4	ENSG00000259062	ACTN1-AS1	C14orf84
SOX4	ENSG00000184897	H1FX	H1.10,H1X
SOX4	ENSG00000147872	PLIN2	ADFP,ADRP
SOX4	ENSG00000203804	ADAMTSL4-AS1	C1orf138
SOX4	ENSG00000143374	TARS2	hsa-mir-6878
SOX4	ENSG00000072062	PRKACA	PKACA,PPNAD4
SOX4	ENSG00000126005	MMP24-AS1	-
SOX4	ENSG00000274215	CTD-2313J17.6	-
SOX4	ENSG00000164830	OXR1	Nbla00307,TLDC3
SOX4	ENSG00000163626	COX18	COX18HS
SOX4	ENSG00000168461	RAB31	Rab22B
SOX4	ENSG00000278546	RP1-41C23.4	-
SOX4	ENSG00000178917	ZNF852	-
SOX4	ENSG00000103363	TCEB2	SIII,TCEB2
SOX4	ENSG00000261889	RP11-473M20.16	-
SOX4	ENSG00000183496	MEX3B	MEX-3B,RKHD3,RNF195
SOX4	ENSG00000253355	KB-1460A1.2	-
SOX4	ENSG00000104731	KLHDC4	-
SOX4	ENSG00000228775	WEE2-AS1	-
SOX4	ENSG00000275489	C17orf98	-
SOX4	ENSG00000071054	MAP4K4	FLH21957,HEL-S-31,HGK,MEKKK4,NIK
SOX4	ENSG00000080815	PSEN1	AD3,FAD,PS-1,PS1,S182
SOX4	ENSG00000168806	LCMT2	PPM2,TYW4
SOX4	ENSG00000198356	ASNA1	ARSA-I,ARSA1,ASNA-I,GET3,TRC40
SOX4	ENSG00000208036	MIR106B	MIRN106B,mir-106b
SOX4	ENSG00000074054	CLASP1	MAST1
SOX4	ENSG00000111271	ACAD10	-
SOX4	ENSG00000083168	KAT6A	MOZ,MRD32,MYST-3,MYST3,RUNXBP2,ZC2HC6A,ZNF220
SOX4	ENSG00000275491	RP5-1009E24.8	-
SOX4	ENSG00000131016	AKAP12	AKAP250,SSeCKS
SOX4	ENSG00000246263	KB-431C1.4	-
SOX4	ENSG00000170959	DCDC1	-
SOX4	ENSG00000271020	RP11-10C24.1	-
SOX4	ENSG00000167785	ZNF558	-
SOX4	ENSG00000261840	RP11-146F11.1	-
SOX4	ENSG00000114209	PDCD10	CCM3,TFAR15
SOX4	ENSG00000128789	PSMG2	CLAST3,HCCA3,HsT1707,MDS003,PAC2,TNFSF5IP1
SOX4	ENSG00000175600	SUGCT	C7orf10,DERP13,GA3,ORF19
SOX4	ENSG00000241839	PLEKHO2	PLEKHQ1,PP1628,pp9099
SOX4	ENSG00000088682	COQ9	C16orf49,COQ10D5
SOX4	ENSG00000276443	PVT1_1	-
SOX4	ENSG00000224536	RP11-134G8.7	-
SOX4	ENSG00000131653	TRAF7	RFWD1,RNF119
SOX4	ENSG00000197343	ZNF655	VIK,VIK-1
SOX4	ENSG00000264070	DND1P1	-
SOX4	ENSG00000196177	ACADSB	2-MEBCAD,ACAD7,SBCAD
SOX4	ENSG00000201749	Y_RNA	-
SOX4	ENSG00000246394	RP11-386I8.6	-
SOX4	ENSG00000181409	AATK	AATYK,AATYK1,LMR1,LMTK1,PPP1R77,p35BP
SOX4	ENSG00000257386	RP11-56G10.2	-
SOX4	ENSG00000227462	RP11-108B14.4	-
SOX4	ENSG00000266978	CTD-2369P2.5	-
SOX4	ENSG00000275559	DLEU2_6	-
SOX4	ENSG00000159714	ZDHHC1	C16orf1,HSU90653,ZNF377
SOX4	ENSG00000230513	THAP7-AS1	-
SOX4	ENSG00000163931	TKT	HEL-S-48,HEL107,SDDHD,TK,TKT1
SOX4	ENSG00000271608	RP11-697G4.4	-
SOX4	ENSG00000117528	ABCD3	ABC43,CBAS5,PMP70,PXMP1,ZWS2
SOX4	ENSG00000143612	C1orf43	HSPC012,NICE-3,NS5ATP4,S863-3
SOX4	ENSG00000166111	SVOP	-
SOX4	ENSG00000107130	NCS1	FLUP,FREQ
SOX4	ENSG00000138071	ACTR2	ARP2
SOX4	ENSG00000171649	ZIK1	ZNF762
SOX4	ENSG00000167920	TMEM99	-
SOX4	ENSG00000125868	DSTN	ACTDP,ADF,HEL32,bA462D18.2
SOX4	ENSG00000252211	RNA5SP473	-
SOX4	ENSG00000238003	RP11-465N4.2	-
SOX4	ENSG00000103269	RHBDL1	RHBDL,RRP
SOX4	ENSG00000151247	EIF4E	AUTS19,CBP,EIF4E1,EIF4EL1,EIF4F,eIF-4E
SOX4	ENSG00000163788	SNRK	HSNFRK
SOX4	ENSG00000137764	MAP2K5	HsT17454,MAPKK5,MEK5,PRKMK5
SOX4	ENSG00000126070	AGO3	EIF2C3
SOX4	ENSG00000247324	RP11-510M2.2	-
SOX4	ENSG00000196526	AFAP1	AFAP,AFAP-110,AFAP110
SOX4	ENSG00000272341	RP1-151F17.2	-
SOX4	ENSG00000265892	RN7SL311P	-
SOX4	ENSG00000008988	RPS20	S20
SOX4	ENSG00000058091	CDK14	PFTAIRE1,PFTK1
SOX4	ENSG00000176593	CTD-2368P22.1	-
SOX4	ENSG00000175582	RAB6A	RAB6
SOX4	ENSG00000273167	RP11-307N16.6	ARHGEF29,ASEF2
SOX4	ENSG00000181751	C5orf30	-
SOX4	ENSG00000029725	RABEP1	RAB5EP,RABPT5
SOX4	ENSG00000200834	Y_RNA	-
SOX4	ENSG00000153071	DAB2	DOC-2,DOC2
SOX4	ENSG00000255100	RP11-21L23.3	-
SOX4	ENSG00000198885	ITPRIPL1	KIAA1754L
SOX4	ENSG00000204241	RP11-713P17.3	-
SOX4	ENSG00000261693	RP13-467H17.1	-
SOX4	ENSG00000206168	Z69890.1	-
SOX4	ENSG00000161939	RNASEK-C17orf49	-
SOX4	ENSG00000108091	CCDC6	D10S170,H4,PTC,TPC,TST1
SOX4	ENSG00000201221	RNU4-40P	-
SOX4	ENSG00000170315	UBB	HEL-S-50
SOX4	ENSG00000116521	SCAMP3	C1orf3
SOX4	ENSG00000166450	PRTG	IGDCC5
SOX4	ENSG00000224100	AP001630.5	-
SOX4	ENSG00000187676	B3GALTL	B3GALTL,B3GTL,B3Glc-T,Gal-T,beta3Glc-T
SOX4	ENSG00000279903	RP11-349F21.5	-
SOX4	ENSG00000170525	PFKFB3	IPFK2,PFK2,iPFK-2
SOX4	ENSG00000145685	LHFPL2	-
SOX4	ENSG00000109466	KLHL2	ABP-KELCH,MAV,MAYVEN
SOX4	ENSG00000265991	MIR4519	-
SOX4	ENSG00000230993	RPL12P15	-
SOX4	ENSG00000196911	KPNA5	IPOA6,SRP6
SOX4	ENSG00000204949	FAM83A-AS1	HCCC11,HCCC11_v1,HCCC11_v2
SOX4	ENSG00000103174	NAGPA	APAA,UCE
SOX4	ENSG00000258017	RP11-386G11.10	-
SOX4	ENSG00000280132	RP11-452L6.6	-
SOX4	ENSG00000186019	AC084219.4	-
SOX4	ENSG00000272512	RP11-54O7.17	-
SOX4	ENSG00000150667	FSIP1	HSD10
SOX4	ENSG00000261423	RP11-1007O24.3	-
SOX4	ENSG00000141068	KSR1	KSR,RSU2
SOX4	ENSG00000047579	DTNBP1	BLOC1S8,DBND,HPS7,My031,SDY
SOX4	ENSG00000154380	ENAH	ENA,MENA,NDPP1
SOX4	ENSG00000106991	ENG	END,HHT1,ORW1
SOX4	ENSG00000174498	IGDCC3	HsT18880,PUNC
SOX4	ENSG00000177694	NAALADL2	-
SOX4	ENSG00000185760	KCNQ5	Kv7.5
SOX4	ENSG00000134077	THUMPD3	-
SOX4	ENSG00000124198	ARFGEF2	BIG2,PVNH2,dJ1164I10.1
SOX4	ENSG00000225173	XXbac-BPG308K3.5	-
SOX4	ENSG00000137497	NUMA1	NMP-22,NUMA
SOX4	ENSG00000129696	TTI2	C8orf41,MRT39
SOX4	ENSG00000174844	DNAH12	DHC3,DLP12,DNAH12L,DNAH7L,DNAHC12,DNAHC3,DNHD2,HDHC3,HL-19,HL19
SOX4	ENSG00000149503	INCENP	-
SOX4	ENSG00000229334	AC046143.3	-
SOX4	ENSG00000121417	ZNF211	C2H2-25,CH2H2-25,ZNF-25
SOX4	ENSG00000250959	GLUD1P3	C10orf102,GLUDP3
SOX4	ENSG00000106524	ANKMY2	ZMYND20
SOX4	ENSG00000205730	ITPRIPL2	-
SOX4	ENSG00000186687	LYRM7	C5orf31,MC3DN8,MZM1L
SOX4	ENSG00000197969	VPS13A	CHAC,CHOREIN
SOX4	ENSG00000274266	SNORA73A	E1,E1-7,E1b,RNE1,RNU17A,U17A
SOX4	ENSG00000136937	NCBP1	CBP80,NCBP,Sto1
SOX4	ENSG00000167394	ZNF668	-
SOX4	ENSG00000277224	HIST1H2BF	H2B/g,H2BFG
SOX4	ENSG00000235644	AC010095.7	-
SOX4	ENSG00000148925	BTBD10	GMRP-1,GMRP1
SOX4	ENSG00000140474	ULK3	-
SOX4	ENSG00000144648	ACKR2	CCBP2,CCR10,CCR9,CMKBR9,D6,hD6
SOX4	ENSG00000065600	TMEM206	C1orf75
SOX4	ENSG00000088812	ATRN	DPPT-L,MGCA
SOX4	ENSG00000114841	DNAH1	DNAHC1,HDHC7,HL-11,HL11,HSRF-1,XLHSRF-1
SOX4	ENSG00000163697	APBB2	FE65L,FE65L1
SOX4	ENSG00000108839	ALOX12	12-LOX,12S-LOX,LOG12
SOX4	ENSG00000015475	BID	FP497
SOX4	ENSG00000119888	EPCAM	DIAR5,EGP-2,EGP314,EGP40,ESA,HNPCC8,KS1/4,KSA,M4S1,MIC18,MK-1,TACSTD1,TROP1
SOX4	ENSG00000171223	JUNB	AP-1
SOX4	ENSG00000185269	NOTUM	hNOTUM
SOX4	ENSG00000251259	AC004069.2	-
SOX4	ENSG00000274641	HIST1H2BO	H2B.2,H2B/n,H2BFN,dJ193B12.2
SOX4	ENSG00000113638	TTC33	OSRF
SOX4	ENSG00000260231	JHDM1D-AS1	-
SOX4	ENSG00000236548	RNF217-AS1	STL
SOX4	ENSG00000124257	NEURL2	C20orf163,OZZ,OZZ-E3
SOX4	ENSG00000070047	PHRF1	PPP1R125,RNF221
SOX4	ENSG00000157168	NRG1	ARIA,GGF,GGF2,HGL,HRG,HRG1,HRGA,MST131,MSTP131,NDF,NRG1-IT2,SMDF
SOX4	ENSG00000176732	PFN4	-
SOX4	ENSG00000117114	LPHN2	CIRL2,CL2,LEC1,LPHH1,LPHN2
SOX4	ENSG00000119139	TJP2	-
SOX4	ENSG00000184357	HIST1H1B	H1,H1.5,H1B,H1F5,H1s-3
SOX4	ENSG00000183475	ASB7	-
SOX4	ENSG00000222607	RNU6-628P	-
SOX4	ENSG00000168000	BSCL2	GNG3LG,HMN5,PELD,SPG17
SOX4	ENSG00000101278	RPS10L	-
SOX4	ENSG00000140262	TCF12	CRS3,HEB,HTF4,HsT17266,TCF-12,bHLHb20
SOX4	ENSG00000117500	TMED5	CGI-100,p24g2,p28
SOX4	ENSG00000132688	NES	Nbla00170
SOX4	ENSG00000170088	TMEM192	-
SOX4	ENSG00000074071	MRPS34	MRP-S12,MRP-S34,MRPS12
SOX4	ENSG00000180720	CHRM4	HM4,M4R
SOX4	ENSG00000054523	KIF1B	CMT2,CMT2A,CMT2A1,HMSNII,KLP,NBLST1
SOX4	ENSG00000129214	SHBG	ABP,SBP,TEBG
SOX4	ENSG00000226237	RP11-276H19.1	LncRNA-Hh
SOX4	ENSG00000005436	GCFC2	C2orf3,DNABF,GCF,TCF9
SOX4	ENSG00000240023	RP11-561B11.1	-
SOX4	ENSG00000132423	COQ3	DHHBMT,DHHBMTASE,UG0215E05,bA9819.1
SOX4	ENSG00000147439	BIN3	-
SOX4	ENSG00000118762	PKD2	APKD2,PC2,PKD4,Pc-2,TRPP2
SOX4	ENSG00000183891	TTC32	-
SOX4	ENSG00000112651	MRPL2	CGI-22,MRP-L14,RPML14
SOX4	ENSG00000232480	TGFB2-AS1	-
SOX4	ENSG00000130755	GMFG	GMF-GAMMA
SOX4	ENSG00000125945	ZNF436	ZNF,Zfp46
SOX4	ENSG00000227398	KIF9-AS1	-
SOX4	ENSG00000123178	SPRYD7	C13orf1,CLLD6
SOX4	ENSG00000200756	RNU6-236P	-
SOX4	ENSG00000223959	AFG3L1P	AFG3,AFG3L1
SOX4	ENSG00000120798	NR2C1	TR2
SOX4	ENSG00000135740	SLC9A5	NHE5
SOX4	ENSG00000127325	BEST3	VMD2L3
SOX4	ENSG00000163257	DCAF16	C4orf30
SOX4	ENSG00000159079	C21orf59	C21orf48,CILD26,FBB18,Kur
SOX4	ENSG00000112584	FAM120B	CCPG,KIAA1838,PGCC1,dJ894D12.1
SOX4	ENSG00000035499	DEPDC1B	BRCC3,XTP1
SOX4	ENSG00000257704	INAFM1	PRR24
SOX4	ENSG00000235790	RP11-73M7.6	-
SOX4	ENSG00000260368	RP11-521I2.3	-
SOX4	ENSG00000240063	RP11-225N10.1	-
SOX4	ENSG00000227533	SLC2A1-AS1	-
SOX4	ENSG00000272296	SNORD96A	U96A
SOX4	ENSG00000269926	RP11-442H21.2	-
SOX4	ENSG00000151240	DIP2C	KIAA0934
SOX4	ENSG00000181035	SLC25A42	-
SOX4	ENSG00000106701	FSD1L	CCDC10,CSDUFD1,FSD1CL,FSD1NL,MIR1
SOX4	ENSG00000130175	PRKCSH	AGE-R2,G19P1,GIIB,PCLD,PCLD1,PKCSH,PLD1,VASAP-60
SOX4	ENSG00000261143	ADAMTS7P3	-
SOX4	ENSG00000177406	RP11-218M22.1	-
SOX4	ENSG00000279119	AC006449.2	-
SOX4	ENSG00000106993	CDC37L1	CDC37B,HARC
SOX4	ENSG00000196976	LAGE3	CVG5,DXS9879E,DXS9951E,ESO3,ITBA2,Pcc1
SOX4	ENSG00000077380	DYNC1I2	DIC74,DNCI2,IC2
SOX4	ENSG00000146904	EPHA1	EPH,EPHT,EPHT1
SOX4	ENSG00000260924	LINC01311	-
SOX4	ENSG00000185963	BICD2	SMALED2,bA526D8.1
SOX4	ENSG00000250326	RP11-284M14.1	-
SOX4	ENSG00000137414	FAM8A1	AHCP
SOX4	ENSG00000266973	CTD-3162L10.3	-
SOX4	ENSG00000132832	LINC01260	-
SOX4	ENSG00000277443	MARCKS	80K-L,MACS,PKCSL,PRKCSL
SOX4	ENSG00000233223	AC113189.5	-
SOX4	ENSG00000250889	LINC01336	-
SOX4	ENSG00000200084	SNORD68	-
SOX4	ENSG00000254639	CTD-2589M5.5	-
SOX4	ENSG00000168906	MAT2A	MATA2,MATII,SAMS2
SOX4	ENSG00000086065	CHMP5	C9orf83,CGI-34,HSPC177,PNAS-2,SNF7DC2,Vps60
SOX4	ENSG00000268149	CTD-3193O13.13	-
SOX4	ENSG00000233994	GDI2P2	-
SOX4	ENSG00000181991	MRPS11	HCC-2,MRP-S11,S11mt
SOX4	ENSG00000241547	RP11-4K3__A.5	-
SOX4	ENSG00000002822	MAD1L1	MAD1,PIG9,TP53I9,TXBP181
SOX4	ENSG00000178537	SLC25A20	CAC,CACT
SOX4	ENSG00000173207	CKS1B	CKS1,PNAS-16,PNAS-18,ckshs1
SOX4	ENSG00000272333	KMT2B	CXXC10,HRX2,MLL1B,MLL2,MLL4,TRX2,WBP-7,WBP7
SOX4	ENSG00000248576	RP11-834C11.8	-
SOX4	ENSG00000167702	KIFC2	-
SOX4	ENSG00000151014	CCRN4L	CCR4L,CCRN4L,Ccr4c,NOC
SOX4	ENSG00000104299	INTS9	CPSF2L,INT9,RC74
SOX4	ENSG00000159873	CCDC117	dJ366L4.1
SOX4	ENSG00000108262	GIT1	-
SOX4	ENSG00000235044	PPIAP3	-
SOX4	ENSG00000228839	PIK3IP1-AS1	-
SOX4	ENSG00000143458	GABPB2	GABPB-2
SOX4	ENSG00000070961	ATP2B1	PMCA1,PMCA1kb
SOX4	ENSG00000115561	CHMP3	CGI-149,NEDF,VPS24
SOX4	ENSG00000038358	EDC4	GE1,Ge-1,HEDL5,HEDLS,RCD-8,RCD8
SOX4	ENSG00000149600	COMMD7	C20orf92,dJ1085F17.3
SOX4	ENSG00000198399	ITSN2	PRO2015,SH3D1B,SH3P18,SWA,SWAP
SOX4	ENSG00000143147	GPR161	RE2
SOX4	ENSG00000270638	RP3-466P17.1	-
SOX4	ENSG00000234256	PTCD2P2	-
SOX4	ENSG00000158169	FANCC	FA3,FAC,FACC
SOX4	ENSG00000255326	CTD-2530H12.4	-
SOX4	ENSG00000143702	CEP170	FAM68A,KAB,KIAA0470
SOX4	ENSG00000204147	ASAH2B	ASAH2C,ASAH2L,bA449O16.3,bA98I6.3
SOX4	ENSG00000073792	IGF2BP2	IMP-2,IMP2,VICKZ2
SOX4	ENSG00000266580	MIR4254	-
SOX4	ENSG00000259405	ISCA1P4	-
SOX4	ENSG00000247572	CKMT2-AS1	-
SOX4	ENSG00000239112	SNORD123	-
SOX4	ENSG00000172671	ZFAND4	ANUBL1
SOX4	ENSG00000229854	RP11-524G24.2	-
SOX4	ENSG00000159884	CCDC107	PSEC0222
SOX4	ENSG00000164484	TMEM200A	KIAA1913,TTMA,TTMC
SOX4	ENSG00000233483	CTD-2020K17.4	-
SOX4	ENSG00000165152	TMEM246	C9orf125
SOX4	ENSG00000272849	RP11-347I19.8	-
SOX4	ENSG00000228156	RP11-410N8.1	-
SOX4	ENSG00000140948	ZCCHC14	BDG-29,BDG29
SOX4	ENSG00000235296	AC137723.5	-
SOX4	ENSG00000274417	MIR6515	hsa-mir-6515,mir-6515
SOX4	ENSG00000234181	RP11-182N22.8	-
SOX4	ENSG00000271969	U47924.29	-
SOX4	ENSG00000183020	AP2A2	ADTAB,CLAPA2,HIP-9,HIP9,HYPJ
SOX4	ENSG00000005700	IBTK	BTBD26,BTKI
SOX4	ENSG00000105053	VRK3	-
SOX4	ENSG00000055609	KMT2C	HALR,MLL3
SOX4	ENSG00000111254	AKAP3	AKAP 110,AKAP110,CT82,FSP95,HEL159,PRKA3,SOB1
SOX4	ENSG00000161048	NAPEPLD	FMP30,NAPE-PLD
SOX4	ENSG00000164850	GPER1	CEPR,CMKRL2,DRY12,FEG-1,GPCR-Br,GPER,GPR30,LERGU,LERGU2,LyGPR,mER
SOX4	ENSG00000132718	SYT11	SYT12,sytXI
SOX4	ENSG00000197081	IGF2R	CD222,CI-M6PR,CIMPR,M6P-R,M6P/IGF2R,MPR 300,MPR1,MPR300,MPRI
SOX4	ENSG00000168036	CTNNB1	CTNNB,MRD19,armadillo
SOX4	ENSG00000122692	SMU1	BWD,SMU-1,fSAP57
SOX4	ENSG00000253404	AC034243.1	-
SOX4	ENSG00000169139	UBE2V2	DDVIT1,DDVit-1,EDAF-1,EDPF-1,EDPF1,MMS2,UEV-2,UEV2
SOX4	ENSG00000072310	SREBF1	SREBP-1c,SREBP1,SREBP1a,bHLHd1
SOX4	ENSG00000058056	USP13	ISOT3,IsoT-3
SOX4	ENSG00000253187	HOXA10-AS	HOXA-AS4
SOX4	ENSG00000280195	XX-FW83563B9.5	-
SOX4	ENSG00000068097	HEATR6	ABC1
SOX4	ENSG00000260608	RP11-382A20.7	-
SOX4	ENSG00000198720	ANKRD13B	-
SOX4	ENSG00000278852	NPPA-AS1_2	-
SOX4	ENSG00000169684	CHRNA5	LNCR2
SOX4	ENSG00000237854	LINC00674	-
SOX4	ENSG00000197841	ZNF181	HHZ181
SOX4	ENSG00000221923	ZNF880	-
SOX4	ENSG00000178860	MSC	ABF-1,ABF1,MYOR,bHLHa22
SOX4	ENSG00000273437	RP11-434H6.7	-
